course_id,subject,course_number,title,description,requirements,academic_career,department,department_nicknames,typically_offered
107313,EPS,24,Freshman Seminar in Earth and Planetary Sciences,The freshman seminar in earth and planetary science is designed to provide new students with an opportunity to explore a topic in geology or earth sciences with a faculty member in a small seminar setting. Topics will vary from semester to semester but will include such possible topics as great voyages of geologic discovery and the role of atmospheric sciences in geologic study. ,,UGRD,Earth & Planetary Science,,
107316,EPS,251,Carbon Cycle Dynamics,"In this course, we will focus on the (unsolved) puzzle of the contemporary carbon cycle. Why is the concentration of atmospheric CO2 changing at the rate observed? What are the terrestrial and oceanic processes that add and remove carbon from the atmosphere? What are the processes responsible for long-term storage of carbon on land and in the sea? Emphasis will be placed on the observations and modeling needed to evaluate hypotheses about carbon sources and sinks. Past records will be examined for clues about sensitivity of carbon processes to climate variations.",,GRAD,Earth & Planetary Science,,
107317,EPS,254,Advanced Topics in Seismology and Geophysics,"Lectures on various topics representing current advances in seismology and geophysics, including local crustal and earthquake studies, regional tectonics, structure of the earth's mantle, and core and global dynamics.",,GRAD,Earth & Planetary Science,,
107318,EPS,255,Advanced Topics in Earth and Planetary Science,Lectures on various topics representing current advances in all aspects of earth and planetary science.,,GRAD,Earth & Planetary Science,,
107319,EPS,256,Earthquake of the Week,"Each week, the seismicity of the previous week, in California and worldwide, is reviewed. Tectonics of the region as well as source parameters and waveforms of interest are discussed and placed in the context of ongoing research in seismology.",,GRAD,Earth & Planetary Science,,
107320,EPS,260,Research in Earth Science,Weekly presentations to introduce new graduate students and senior undergraduates to current research conducted in the Department of Earth and Planetary Science.,,GRAD,Earth & Planetary Science,,
107322,EPS,271,Field Geology and Digital Mapping,"Geological mapping, field observation, and problem solving in the Berkeley hills and environs leading to original interpretation of geological processes and history from stratigraphic, structural, and lithological investigations. Integration of the Berkeley hills geology into the tectonic and paleo-climatic record of the Coast Ranges and California as a whole through systematic field mapping in key localities and reading of original literature. Training in digital field mapping, use of digital base maps, and use of global positioning systems.",50 or equivalent introductory course for majors. ,GRAD,Earth & Planetary Science,,
107323,EPS,280,Research,Individual conferences to be arranged. Provides supervision in the preparation of an original research paper or dissertation.,,GRAD,Earth & Planetary Science,,
107325,EPS,290,Seminar,Topics will be announced each semester. ,,GRAD,Earth & Planetary Science,,
107326,EPS,298,Directed Group Study for Graduates,,,GRAD,Earth & Planetary Science,,
107330,EPS,375,Professional Preparation: Supervised Teaching of Geology and Geophysics,"Discussion, curriculum, class observation, and practice teaching in geology, geophysics, and earth science.",Graduate standing and appointment as graduate student instructor. ,GRAD,Earth & Planetary Science,,
107331,EPS,39,Freshman/Sophomore Seminar,Freshman and sophomore seminars offer lower division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small-seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester. ,Priority given to freshmen and sophomores. ,UGRD,Earth & Planetary Science,,
107363,EPS,50,The Planet Earth,"An introduction to the physical and chemical processes that have shaped the earth through time, with emphasis on the theory of plate tectonics. Laboratory work will involve the practical study of minerals, rocks, and geologic maps and exercises on geological processes.",,UGRD,Earth & Planetary Science,,
147997,EPS,7,Introduction to Climate Change,"This course covers the physical processes that determine Earth's past, present, and future climate, with a particular focus on the essentially irreversible climate change (a.k.a., global warming) caused by the burning of coal, oil, and natural gas. Topics will alsoinclude the estimation of future warming and impacts, the Earth resources that can be used to combat climate change, and the policies being used to shift towards the use of those resources.",,UGRD,Earth & Planetary Science,,
107369,EPS,80,Environmental Earth Sciences,This course focuses on the processes on and in the earth that shape the environment. Humanity's use of land and oceans is examined based on an understanding of these processes.,,UGRD,Earth & Planetary Science,,
124468,EPS,82,Oceans,"This course offers multidisciplinary approach to begin answering the question ""Why are oceans important to us?"" Upon a physical, chemical, and geologic base, we introduce the alien world of sea life, the importance of the ocean to the global carbon cycle, and the principles of ecology with a focus on the important concept of energy flow through food webs. Lectures expand beyond science to include current topics as diverse as music, movies, mythology, biomechanics, policy, and trade. ",,UGRD,Earth & Planetary Science,,
